symbol,PER,ROE,SMA20_diff,RSI,target
PTA,4.3752866,-1.0,0.0034732307272182,55.9400078936982,0
AAMI,12.230124,2.3062,0.0053483073479046,63.70022749698376,1
ESTA,16.6491665,-1.86681,0.0680276816797632,64.35185087070502,1
ATRO,16.6491665,-0.01354,0.1098856768854254,78.17214373659291,1
OPK,16.6491665,-0.03042,-0.0414606372829778,36.842101960961465,0
SABR,16.6491665,-1.0,-0.0327790683918498,50.70423039700842,0
MLYS,16.6491665,-0.56306,0.0514526709463809,52.648474702677085,1
MDXG,24.555555,0.22292,-0.03947844121993,50.19920780417375,0
OBK,13.765432,0.06753,0.0129555436701016,60.80262212248998,0
VRNT,16.153847,0.06406,-0.0565773317375763,41.34614679235594,0
MSEX,23.73444,0.098009996,-0.0335349542952642,41.72548432791528,1
FOXF,16.6491665,-0.23423,0.0361331743673283,64.56310248125612,0
HLIT,19.866667,0.124510005,-0.0325722862369895,50.29937965451845,0
PFBC,8.81018,0.17212999,0.0009156394802433,53.59308531719819,0
GRPN,16.6491665,-0.84933996,0.1813023045794999,87.34082033133573,1
GIC,16.58228,0.22295,0.0170144203585284,58.361084084310725,1
TRS,33.01299,0.04637,0.0354818866067704,59.49074738391126,1
NBXG,3.453581,-1.0,0.0206341544339538,67.36543870092723,1
CWH,16.6491665,-0.17262,0.0699943986391947,67.88080144642711,0
CGBD,10.5419855,0.06929,-0.0268136885385787,42.0074457513448,0
PARR,16.6491665,-0.0495,0.2313055021254803,89.59275949758194,1
XPEL,20.052326,0.22475,0.0045655954005017,65.90224221120786,0
KRNT,16.6491665,-0.011510001,0.0766248962293916,70.45456146406407,0
CTOS,16.6491665,-0.037550002,-0.0067980173122767,54.40000701904564,0
RNP,11.010417,0.09177,-0.01024352526022,43.46052178919211,0
VET,16.6491665,-0.01163,-0.0085337722079876,58.73785800989414,0
UDMY,16.6491665,-0.2717,0.0067040262070836,67.50000968576113,0
MXL,16.6491665,-0.39358002,0.016740611101634,62.303657340382536,0
AGL,16.6491665,-0.42972,-0.2952380888225991,18.954252541826293,0
IART,16.6491665,-0.018550001,-0.1177103391344462,40.992652150482776,0
FSUN,11.527687,0.085489996,-0.0198033765263489,48.89335429241605,0
AAOI,16.6491665,-0.68445,0.097269047522153,64.62584471315455,0
RES,12.555555,0.071880005,-0.0537362119638424,35.7142822304325,0
BCSF,8.827586,0.09871,-0.0010081172722619,52.11267463746094,0
BBAI,16.6491665,-1.5002201,0.0483871297242119,60.487809189724366,0
PFLT,11.847058,0.07586,0.0008819409770786,55.9168008868574,0
NEO,16.6491665,-0.08565,-0.0532771427016001,42.90428253447078,0
SBGI,6.9264708,0.43956003,-0.0583452557188841,35.74878648380688,0
DCO,29.072962,0.052529998,0.0596627044024402,76.12278158319626,1
WGO,16.6491665,-0.00449,-0.02074854212132,55.216538352510064,0
HROW,16.6491665,-0.3731,0.0093727347702955,54.57388650126468,0
INVX,7.045,0.21214001,-0.0644090227823421,32.352946951314095,0
ACDC,16.6491665,-0.18406999,0.2184459126437202,73.70465847593974,0
MFA,9.434343,0.07372,-0.0321744888490244,34.078195027246366,0
OCFC,10.862746,0.05526,-0.0200124501638337,44.7447645253563,0
WTTR,23.941177,0.04557,-0.0278994549633062,47.68211460444166,0
PNTG,36.539474,0.11412,-0.0055149485973674,57.69806570805008,1
EXOD,26.51515,0.20561,-0.1191533832695824,42.883046833282144,0
NUTX,12.951416,0.78918,0.146430593631364,65.6404304397759,1
MAUTF,16.6491665,-0.54267,0.1681102315274479,73.73419249599554,1
RDWR,86.29629,0.03337,-0.001178901300716,51.99113503833058,1
EVH,16.6491665,-0.09242,-0.2247311806813845,16.83168690784865,0
LILA,16.6491665,-0.39609,-0.0199141003275156,45.5223815535112,0
NSSC,23.032787,0.27482,0.0778466192401979,90.02319795440243,1
ALGT,16.6491665,-0.17021,-0.0038540258155156,54.03464234758417,0
FWRG,92.76471,0.01859,-0.0702198900212388,33.21513108962125,0
AIUG,16.6491665,-2.14365,-0.0001546687512153,46.124330458394425,1
FOR,5.744681,0.107930005,-0.0400487752694813,40.04192167955426,0
PRCH,16.6491665,-1.0,0.1405731074174116,70.9051779286415,1
ARDX,16.6491665,-0.36256,-0.0337105911054653,55.83126920807873,0
LPG,10.070092,0.087139994,-0.0196158508224446,50.62250262391757,0
GRC,21.408283,0.120579995,-0.0269257076655261,49.08075153675033,0
THR,16.866241,0.110319994,-0.0681962307762709,43.24674797090328,0
GYRE,434.00003,0.12117,-0.1337757285779604,49.342769919473824,0
EXK,16.6491665,-0.14406,0.0398962707824647,54.49437841052471,0
WVE,16.6491665,-1.05502,-0.1168176013993829,17.518247285987584,0
BASE,16.6491665,-0.57862,0.0204422504357471,60.00000897576231,1
MOMO,7.896104,0.08878,0.0067891931028548,57.57575210241886,0
NVGS,11.015748,0.07751,0.0379878281140212,70.15503116628784,0
PDX,4.2881355,-1.0,0.029057822163798,55.73251402953255,0
PENG,16.6491665,-0.0053399997,-0.0224168454086997,54.209441644564414,0
FLNC,16.6491665,-0.05849,0.0120806854247632,59.42248530864101,0
JKS,16.6491665,-0.090579994,-0.0070729910759073,61.65189831753911,0
MUC,170.83334,0.00466,-0.0194379773904809,25.537367150781225,0
BTZ,15.217391,0.05939,-5.09054517740777e-05,52.93972381479974,0
EAI,5.995899,-1.0,0.0,50.0,0
HLX,11.163636,0.05644,-0.0465838624865299,40.66666264004306,0
KUBR,620.0,0.13418001,0.0036422292965997,100.0,0
NTLA,16.6491665,-0.57918,0.0758434280083806,55.71428766055977,0
CECO,21.007692,0.18537001,0.0694495833978353,72.83371800443916,1
PPTA,16.6491665,-0.22836,0.0099866675379792,44.04277044091794,1
CDNA,15.133929,0.19535999,0.0370144193222105,64.35483806463263,0
BRKL,12.621952,0.060100004,-0.0287347253037254,43.09387660475797,0
BBDC,9.62766,0.08236,0.0239294076652669,67.17555973748486,0
PAHC,29.794872,0.11861,0.0692431437924903,69.75506300753474,1
BBN,81.631584,-1.0,-0.0214261865589133,28.02091209254353,0
COLL,23.655737,0.19226,0.014170651794887,57.58427229663355,0
TRIN,6.488789,0.17562,-0.0023785542819427,57.205235628258734,0
PRLB,61.366665,0.02221,-0.0542727233245352,38.0129551373579,0
DQ,16.6491665,-0.09329,0.0004371482090378,60.859722648954495,0
UCTT,32.14516,0.042940002,-0.0348901821199982,53.04102231788047,0
AMSC,158.00002,0.03531,0.1273886998157734,85.93272251522671,1
NNE,16.6491665,-0.45551997,0.4028910865430851,79.20560539419546,1
SBR,12.422139,7.9857597,0.0151434257828327,74.36246815178188,0
ACEL,22.897959,0.18257,-0.0039504441889761,60.26201473489312,0
CTBI,10.609603,0.115430005,-0.0058004794258009,56.11283841959246,0
XPRO,13.305085,0.04907,-0.0398728043871514,47.49034450482747,0
CVAC,4.4945054,0.33039,0.1251719844067034,62.50000360511996,1
STAA,16.6491665,-0.19139,-0.0088608218992564,48.138962866342204,1
GOTU,16.6491665,-0.36061,0.0583214954099048,63.24785993867141,1
ASTE,58.71212,0.02317,-0.0169846261206242,54.45163394125731,1
UUUU,16.6491665,-0.1599,0.1754462413129798,74.30166035146344,1
AMAL,8.800595,0.15405,-0.0108912745214581,51.17056280149168,0
WLFC,9.006873,0.18346001,-0.0790082309450537,24.377419185737907,0
RDW,16.6491665,-1.9285699,0.1127278959590379,61.28093003072441,0
AGRO,10.555556,0.044159997,0.0499557855804128,76.59575655321657,0
FBRT,16.208954,0.049099997,-0.0396604752499296,36.61199451975696,0
RCUS,16.6491665,-0.63166,0.0495695254602469,51.14286998826981,0
BJRI,44.213543,0.06014,0.0735692211768479,64.06014942706432,1
SSYS,16.6491665,-0.13005,-0.0065938612805548,62.16215432517211,0
ECC,8.72093,0.09512,-0.0315235135882411,36.72274286590391,0
SBH,4.982955,0.29745,0.0163402986915357,58.35189529545327,0
AWF,6.108571,0.15935001,0.0031774271343605,59.99992370620021,0
BLND,16.6491665,-0.41625,0.0088418665291876,64.8648570278824,0
NXTT,16.6491665,0.80544996,0.5208319389296969,64.15354169944645,1
BELFA,19.703363,0.12836,-0.0272220777096791,51.72241272428959,0
FMCXF,16.6491665,-0.02813,-0.0560100801793619,38.37208883255556,0
EEX,448.0,0.016239999,-0.0032220405623159,48.79148769289395,1
UXIN,16.6491665,-1.0,-0.0236226889839527,36.040619887971566,1
TMP,11.742249,0.10456,-0.0219033496925472,49.24015237976464,0
KSS,7.6326528,0.02833,-0.0019347487175541,54.23387170427175,0
ECPG,16.6491665,-0.1305,0.0110588227935672,58.83519759414168,0
CNOB,12.38587,0.06222,-0.0283386534162094,43.57534834882515,0
DSP,103.69231,0.04682,-0.0785111588777305,41.47286692760862,0
SYRE,16.6491665,-0.65819,0.0341026675177309,56.64739932189898,0
PHVS,16.6491665,-0.52196,-0.0589412485826432,27.334469538612797,1
SLRC,10.135802,0.08858,0.0259294067207839,74.99996626158071,0
SDHC,9.685393,0.29733,-0.0902134782043937,38.04679349079922,0
KW,16.6491665,-0.059809998,-0.0571605838969499,40.63745345375468,0
ULCC,12.233333,0.12903,-0.0087109090252638,53.86533710316227,0
GSL,2.3247864,0.27253,0.0720622050458952,70.9657570181364,1
AMSF,18.705645,0.16892,-0.0166714476558021,49.13580688792522,0
SCSC,14.125899,0.0732,0.0388201865250463,72.09302404931948,1
SNDX,16.6491665,-0.937,-0.1219859633437886,31.510940330331508,0
AVDL,16.6491665,-0.34647,0.0120829245449787,51.08433928747883,1
CNL,16.6491665,-0.78393,0.1412326029114963,62.47655177004166,1
CRSR,16.6491665,-0.12599,0.0493787469542121,69.73059219117263,0
CABO,16.6491665,-0.01095,-0.176251438984161,37.39289142446581,0
AOD,4.373057,0.21247,0.0134727114385744,62.107263642958586,1
GMRE,206.66667,0.0143,-0.1250970395413707,10.256420915487851,0
OCS,16.6491665,-0.85159,0.0516125507801762,53.481018102012406,0
EVLV,16.6491665,-0.33835,0.2161874465056246,73.80952820215742,1
ETW,8.217822,0.11088,0.0099406648700431,62.43648391864312,0
INMD,6.3811655,0.24500999,-0.0166880023411431,49.62405179380284,0
REAX,16.6491665,-0.53238,-0.043206279328378,48.38709677419355,0
XIFR,16.6491665,-0.05834,-0.0201826961078586,58.43023014042851,0
UTL,18.469177,0.09073,-0.0372989616904267,31.806057145356974,0
TSAT,16.6491665,-0.12337,-0.0364927537009487,46.40522821497448,0
AMWD,8.756173,0.110860005,-0.0436299270085547,40.63926702026668,0
NTGR,34.279762,0.04778,0.0138702807335372,60.77693609594488,1
HSII,118.74999,0.01714,0.0301895054397137,76.06484402440014,1
IE,16.6491665,-0.34377,0.0550319299308312,83.8461532818496,1
DAVA,35.375,0.02864,-0.1946729171354561,28.89469245875296,0
SBSI,9.618556,0.1103,-0.0191478871160128,47.16726413875858,0
UVSP,11.045112,0.08931,-0.0274349291977172,41.529869563183645,1
TRNS,58.165604,0.05669,0.1082120724652579,67.4955161855018,1
QNST,16.6491665,-0.00294,-0.0977261641089242,28.875743358025773,0
FMBH,10.376855,0.096549995,-0.0217959723363834,42.73141989643692,0
GERN,16.6491665,-0.45348,0.0865493076443701,51.76471165719887,0
HSTM,43.4127,0.05401,-0.0711532546082854,25.711325895800144,0
USAR,12.236842,3.5961301,-0.0725967120784635,30.61631775419906,0
UAN,11.458625,0.25163,0.0169346793152359,68.72564806271707,1
SKYH,16.6491665,-0.31261,-0.0426748617150203,43.44827518168314,1
PSIX,10.966005,1.85563,0.2204618678640756,78.43342783427117,1
APOG,9.938303,0.17739001,-0.0381590949821414,44.4194702549216,0
EFXT,11.75,0.07048,0.0234448961762457,65.3333346048991,0
GOOS,16.814287,0.21141,0.3004806990668311,88.91457717188963,1
CRF,4.964789,0.21777001,0.0295700591982231,63.59334568134054,0
CRMD,49.44,0.19872999,0.1059412839629947,79.36508817537656,1
BHRB,14.091603,0.10711,-0.0187199660511385,43.73840241826713,0
AMBR,16.6491665,-1.0,-0.0326397317320996,47.302912445784514,1
CINT,26.208334,0.1117,0.0275259243934045,59.91735349920563,0
NX,44.564102,0.015620001,-0.0135369678905653,48.788915460521,0
HEPS,16.6491665,-0.50564,0.0617144821072557,68.1159530460238,0
ZYME,16.6491665,-0.29799,-0.0395539008347373,37.45210848716806,0
CAPL,28.199999,-1.0,-0.01573772446129,42.51626108258822,1
AMN,16.6491665,-0.21079999,-0.0204216200301201,55.367921613253614,0
NRK,11.595238,0.07093,-0.0208624304203288,30.030201107779064,0
PLUG,16.6491665,-0.82522005,-0.0574018445473115,49.12280279807153,0
MRNO,16.6491665,-0.3547,-0.0349345811248521,38.38862912684549,0
OLPX,59.500004,0.0141199995,-0.0809035960197253,34.90566610653305,0
PRO,16.6491665,-1.0,-0.035122896560188,55.88864510395258,0
MRVI,16.6491665,-0.44323003,0.0551331013371717,53.78788576638691,0
EMO,2.2690585,-1.0,0.0005087048443051,65.03567994185437,0
YEXT,16.6491665,-0.18608999,-0.0167114133726483,50.45872603128051,1
ECVT,16.6491665,-0.01627,0.0536191320735138,67.00508400566589,0
IIIV,16.6491665,-0.00561,-0.0259588505516926,46.926712295721,0
VTOL,7.4282045,0.13202,-0.0177330425167205,45.15598926622469,0
EVER,21.721155,0.32167998,-0.0597490070343221,26.295827608474127,1
NFE,16.6491665,-0.26069,-0.4374462588762493,32.1474791185595,0
NAGE,54.888885,0.33465,0.0671851531677005,64.9895255738742,1
THRM,16.886793,0.077360004,-0.0004839267874067,52.95139107347334,0
PDM,16.6491665,-0.03786,-0.0133918472931978,50.81967768420828,0
TDUP,16.6491665,-0.44146,0.2156152379844693,81.47751937240464,1
ELVN,16.6491665,-0.31297,-0.1139924589556041,27.80866759863001,0
EZPW,11.260504,0.10842,-0.083541384382835,20.17045300607859,0
HQH,4.3371105,0.18579,0.0039170006344794,42.682308176245485,0
BCAX,16.6491665,-0.27258,-0.3320603520368964,35.33787864956382,0
BMBL,16.6491665,-0.43258,0.0953657294693396,73.96693824052612,1
RSKD,16.6491665,-0.090050004,0.0035174559150337,55.75757715875005,0
ETWO,16.6491665,-1.0,0.0317141357240199,65.65656638634415,1
OXM,9.000001,0.15712,-0.0158803752438445,50.13595180576938,0
CHY,4.4102564,0.23146,0.0038532326169329,64.08797372150721,0
VTS,26.367088,0.04354,-0.0284968080532616,46.00301320672917,0
CII,6.905595,0.14054,0.0218298796983813,76.45489706618677,0
SIBN,16.6491665,-0.15956001,0.065723430522422,76.30572586031747,1
CRON,14.5,0.04592,0.0270680420453368,61.81817984778059,1
RDUS,16.6491665,-0.40829,0.0069202609152267,61.2500298023508,1
QURE,16.6491665,-2.4116,0.0973579324608678,47.10546980259395,1
ABL,16.6491665,-0.08485,-0.0382577875647177,47.593579887782674,1
FPH,4.312,0.10917,-0.0066347461421041,53.74148424134573,1
TCNNF,16.6491665,-0.12531,-0.0653475911182489,33.95720638235548,0
TIPT,17.975206,0.13221,0.0057907926408036,60.0,1
HNRG,16.6491665,-1.07445,0.0523618376490838,67.25440939164838,1
TROX,16.6491665,-0.085930005,-0.0951682105325888,39.431532728983406,0
NRDS,28.432434,0.07864,0.0166707385802753,69.69112736816834,1
COHU,16.6491665,-0.09866,0.0014466111164445,55.42167313428491,0
PCN,9.316176,0.11756,-0.0033726439947948,44.69982060406435,0
HUYA,16.6491665,-0.01609,-0.01097409933425,36.66668785941578,0
PHK,7.6451607,-1.0,-0.0007934999317805,56.60595554492869,0
HFWA,15.6081085,0.05948,-0.0130217080569454,47.78836007454184,0
EOI,3.322034,0.26808,0.0112241402589294,63.57361467019318,0
MTAL,16.6491665,-0.19838,0.0589462314688755,79.5918466646685,0
HTD,3.0678427,0.33676997,-0.0061342045703724,48.74406669765849,0
AEVA,16.6491665,-1.13704,0.3531742082048812,74.12382444486224,1
CMP,16.6491665,0.17011999,0.1325209137255285,85.24591819996238,1
RUPRF,16.6491665,-1.0,0.0689287604328773,59.30069689890906,1
XERS,16.6491665,-1.0,0.0178063284103467,53.90946647412648,1
CHI,4.6484017,0.2291,0.0016649571181382,61.20586392841725,0
CNCK,16.6491665,-1.23638,-0.0962726265094852,43.00518208322736,1
FARO,16.6491665,-0.00342,0.0877447428894709,94.29048116722616,1
SVM,10.305555,0.12523,0.0051476741984836,53.17919457519184,1
GHLD,18.084507,0.03692,-0.0047475960347905,49.67033248033596,1
CBL,11.316278,0.22044,-0.0131819104038004,51.57894145089226,0
PRSU,16.6491665,-0.1287,-0.0717802887242208,33.85214363941368,0
NCDL,8.368983,-1.0,0.0016320346581405,49.09090467720518,0
LENZ,42.689392,-0.24471001,0.014949545818788,46.42994538843438,1
TXO,40.26316,0.02967,-0.0353798382566373,38.171076562435104,0
MQY,57.63158,0.01397,-0.0148689034668937,40.51015618916126,0
KOS,16.6491665,-0.011469999,-0.0456674458357096,51.72413651356355,0
SHLS,41.727276,0.03427,-0.0004355110962366,59.04139533136985,1
WLKP,14.95302,0.38977,-0.0221448035711312,39.20211803980516,0
WRLD,8.800613,0.20775999,0.017123383042786,63.04047631254481,1
KRO,7.8214293,0.11866,-0.094043001683721,29.556659040406643,0
DCBO,35.486485,0.41117,-0.0886058360942242,24.193552765229512,0
GHRS,16.6491665,-0.16195999,0.0483833139335119,49.92125804503085,0
CGNT,16.6491665,-0.0335,0.0641690256786693,64.48979782492174,1
PRAX,16.6491665,-0.63556,-0.0063903434473659,45.23326776045359,0
AIO,4.77707,-1.0,0.0301247893530298,70.20608462832567,0
KRUS,16.6491665,-0.05381,-0.0043002612330658,55.646028585363126,0
KFRC,15.827452,0.31449,0.009000015258789,63.98780072289138,0
ORC,18.702703,0.05235,-0.0257626290077435,47.36842435482698,0
DHC,16.6491665,-0.13962,0.116642991130973,78.23529840753201,1
AC,21.38889,0.04196,0.0577213610941229,66.49077778616541,1
RWT,25.904762,0.03309,-0.0742001262587865,26.36363518139538,0
MGIC,19.881578,0.15247,0.0282758609701398,68.21706629840517,1
AIOT,16.6491665,-1.0,-0.1116025875044741,44.58333656191941,0
WEAV,16.6491665,-0.42203,-0.0806691172419762,37.47179073076189,0
ANGI,15.106797,0.05093,0.0746227673729045,76.07655677053958,0
TIXT,16.6491665,-0.05697,-0.0093109514790928,57.575764143764026,0
WHTCF,16.6491665,-0.02953,0.0088272699126949,55.780361259443296,0
VSTS,16.6491665,-0.027309999,-0.148754439905475,26.22950704339304,0
LQDT,30.075949,0.1401,-0.143011714016886,16.453552090277896,0
ESQ,16.829222,0.19662,0.0075619523321272,58.54701067195395,1
HBT,9.945377,0.1424,-0.0029835462880942,55.30823908729511,0
THQ,3.864629,-1.0,-0.0385387734015292,33.46758633319723,0
AKBA,16.6491665,-1.0,0.1187169575711405,71.3114782931572,1
PTLO,26.581396,0.07116,-0.0047671675129689,59.09894317417087,0
ECO,9.455646,0.19012,-0.0217345642982075,41.20603364265445,1
OSBC,8.967213,0.12983,-0.0113266808507573,50.0,0
DAKT,384.5,0.00717,0.0822983048287246,84.24909986023249,0
AMRC,13.252427,0.05392,0.0381412065385422,66.77740590109002,0
CFFN,13.658537,0.05096,-0.0186705924574676,44.06779661016949,0
AVO,17.824562,0.08253,-0.0293534754159325,43.2432446364852,0
KRNGY,5.25,0.13489,-0.0564448171225494,50.0,0
DBA,11.461148,-1.0,0.0001105316163085,60.69653393660006,1
RC,16.6491665,-0.11146,-0.0387703504121911,40.31007723283626,0
HRTG,9.256917,0.27587,0.0316044626102618,61.35458232926285,1
FFC,4.9211354,0.19528,0.0098260920041883,62.22055820285909,0
ATLC,9.172147,0.20563999,-0.1157357172249433,28.03279720539193,0
ITRN,13.799999,0.30442,0.0227272114496914,73.91300913947413,0
MSIF,10.13245,0.09247,-0.00903526033102,49.73118948046032,0
WDI,10.713235,-1.0,0.0277224560386316,78.66503325689573,0
PDFS,611.6667,0.00598,-0.0381339054822694,44.35215736322061,0
AMTB,16.6491665,-0.01747,-0.0259514399872198,43.777923208531575,0
VMEO,43.600002,0.043909997,-0.0889619962255161,22.75863633852396,0
GDEN,65.34884,0.02184,0.0261091927869041,64.80000813802083,0
DLY,5.5688405,-1.0,0.0022611896175137,56.9811653188153,0
NRIX,16.6491665,-0.64157,-0.0449286184534969,38.13230539389894,0
GETY,16.6491665,-0.1153,-0.079721755056066,34.21052549024037,0
BH-A,16.6491665,-0.102919996,0.0335734245486597,58.35038592529335,1
PLYM,5.222951,0.26775,0.0138747686560573,61.02942156131952,0
GLDD,10.715687,0.15671,0.0519730794170725,70.62313952247825,1
PLAY,14.061644,0.2937,-0.004147339463325,54.19103368197266,0
FIGS,440.00003,0.00307,-0.025362696013958,46.30872096614233,0
BDN,16.6491665,-0.18077,-0.0143046246993927,52.27272480972574,0
HY,7.0822897,0.21090999,-0.0276788574866977,49.32533600228767,0
UVE,11.385282,0.16951999,0.0291899980737731,63.49108489001284,1
VZLA,16.6491665,-0.01629,0.1907810363204961,74.60318421441033,1
AHH,69.6,0.02444,-0.0061402163807094,52.4138001341064,0
MBWM,9.102082,0.13549,-0.0122201061131043,53.04964953460662,0
PSFE,16.6491665,-0.00042,-0.1486950357200996,26.346436659513884,0
SXC,7.7155957,0.14886,-0.0448469018634553,35.730221821786614,0
ACP,4.620968,0.1257,0.0090681035555395,59.72120913163413,0
CPF,12.378504,0.10939,-0.0117884051189748,45.57641024854329,0
MEGI,7.0927835,-1.0,0.012404223513968,61.62635877780931,1
CSIQ,16.6491665,-0.04915,-0.008699152589564,56.70995286745191,0
JBSS,12.798729,0.16582,-0.0309670254404337,46.70912779211327,0
STKL,16.6491665,-0.05923,0.0570747205479638,67.95252851119224,0
GRNT,61.555553,0.01891,0.0482497581551401,75.60977028070599,0
WLDN,30.443787,0.10782,0.1587707439815183,98.1300550525637,1
NUVB,16.6491665,-1.19661,0.043557143310784,46.66666004392862,1
SWIM,16.6491665,-0.04129,-0.0259360998127892,45.92198710477275,0
DGICA,9.5873785,0.13107,-0.006887878866786,45.95469775044258,1
QDMI,inf,0.40671003,0.1152416259969994,100.0,1
MCBS,10.689922,0.16049999,-0.0310855201203815,41.23831525808039,0
IMNM,16.6491665,-0.69212997,0.0374850760225385,49.87714711369527,0
BFST,9.707819,0.09771,-0.0107809995437721,50.06270728572824,0
NEXN,10.411765,0.08568,-0.0316845345712396,47.0899433522462,1
FMCB,8.110409,0.15201999,0.0042237614925437,53.84222128417992,0
UFCS,10.944881,0.08512,-0.0089656808713942,44.56289796580682,1
WEST,16.6491665,-0.23584999,0.0334009899466678,60.88234774381731,1
FCBC,13.7627735,0.10082,-0.0208132929881209,45.270189007410416,0
BCX,16.6491665,-1.0,0.0168247251097982,76.1124403187462,1
RCKT,16.6491665,-0.60453,-0.0942251411978913,34.8076952702896,0
HAFC,10.70892,0.088970006,-0.0212936719391706,44.050618608572535,0
HELE,4.886406,0.07453,-0.0756983430418548,52.33185811084441,0
IGR,16.6491665,-0.06856,-0.0081239470269123,40.82359429653445,0
GSM,16.6491665,-0.053600002,0.0363956011278376,64.16666815678332,1
IIIN,30.74138,0.06611,0.003066007514109,54.98280435505025,1
JQC,8.847458,0.10252,-0.0041851415012116,37.20114682041931,0
RA,10.864407,-1.0,-0.0035964641224873,47.00646726530144,0
FDUS,8.639485,0.12101,0.0292989309289927,74.25374887017914,0
RYI,16.6491665,-0.0060799997,-0.0329547846387465,51.5807042214633,0
EMBC,12.039327,-1.0,-0.1150296162042064,38.720103665080906,0
MCB,10.766892,0.09471,-0.0143197119737807,48.34680155536452,1
HTLD,16.6491665,-0.03439,0.0424733431780639,73.73272810894039,0
HCKT,29.238096,0.23129,-0.035103251472457,33.0097117342947,0
SGML,16.6491665,-0.37476003,-0.1749405488048986,29.936309343567416,0
EQBK,9.812657,0.11841,-0.0239111953422757,44.542244298453575,0
REX,12.6,0.11612,0.0086357911444917,59.13529296281656,1
TH,17.139534,0.11271,0.0450194860579101,52.55813200451731,1
ODC,15.285256,0.21115999,0.0473947746854457,80.23938898898115,1
NBBK,14.22034,0.06258,-0.0339665632009636,39.41607363748311,0
TK,5.866197,-1.0,0.0543636366862629,63.636351321366,1
ERII,34.88889,0.10349,-0.0773186101291681,29.02778622176712,0
PHAR,16.6491665,-0.06781,0.0985696404397594,61.431187819826576,1
AVBP,16.6491665,-0.48997003,0.010376154224373,46.57762943546281,0
CRESY,15.4743595,0.11856,0.0645146908973373,82.45614768909532,1
HLF,2.421818,-1.0,-0.0398616271022897,38.76810836781908,0
NEXA,16.6491665,-0.11581001,-0.0729455309357835,39.35484248070964,0
REPL,16.6491665,-0.62579,-0.0092548275461966,39.80343997615579,0
AACT,30.513514,-1.0,0.0015968672238861,60.000127159324265,1
MYI,57.666664,0.01408,-0.014244960523859,36.257023592779056,0
CAC,12.522292,0.082440004,-0.0175649066837437,47.538195501382745,0
NWTN,16.6491665,-1.7325599,0.6280526531658535,68.00439822625233,1
BBNX,16.6491665,-1.0,0.0814659498640058,62.69621430920076,0
HBNC,14.411765,0.06062,-0.0341655859637061,42.75361091943557,0
ETD,11.586666,0.12094,-0.0360713732079525,36.82153537101591,0
DRSHF,16.6491665,-0.00684,-0.0365977632892242,42.43656971959833,1
NXP,8.917197,0.10875,-0.0038568756484402,46.79921315339318,0
GCT,5.8241043,0.34423,0.131466506799004,73.63635444115903,0
LASR,16.6491665,-0.24115999,0.3333333099320773,85.12584788613873,1
RDVT,80.78688,0.098570004,0.0999263106036791,86.67149175937142,1
BLMN,8.47191,0.23867,-0.0508133489753433,46.61414579415772,0
BRSP,16.6491665,-0.06727,-0.0288637553343998,39.669421813289496,0
OPY,9.519345,0.091000006,0.0334442157471314,70.88792307046275,1
BTO,4.728291,0.21755,0.0074453874422293,61.00476198298536,0
PLPC,17.523447,0.092,0.0088951053872017,64.46280807818556,1
CSV,14.110368,0.23301001,0.0157590982751316,66.43644997001985,1
MEG,16.6491665,-0.14315,0.1018889416627492,76.95363627751287,1
IPX,16.6491665,-0.40651,0.0844979866848703,60.74672190212823,0
HKD,8.956521,0.15523,-0.0245750413710259,51.98412560751814,0
MGPI,61.04,0.01279,-0.0340634571992083,39.79112423166397,0
PAXS,6.3636365,-1.0,-0.0278233950041231,35.3799061385306,0
IRMD,32.961292,0.23812,-0.0280724589795373,45.51946165367436,0
PFN,16.6491665,0.12470999,-0.0018623709817152,48.58266058266059,0
NPKI,16.958334,0.11201,0.0636352110660812,55.55556957193392,1
SPTN,1881.0,0.00039,-0.0286599839730513,43.5643583054077,0
RXST,16.6491665,-0.11978,0.0690666288976873,55.72687148326065,0
NIKA,inf,-1.0,-0.2420968495148806,0.0,0
ULH,7.264984,0.13568,-0.0346243860606667,53.62695311824429,0
IBCP,10.012738,0.1504,-0.0056214436385916,51.05485724449053,0
GDLC,16.6491665,-1.0,0.0962319166999613,85.94642375712351,1
HKHC,10.297767,0.39301997,0.1694401911638509,82.53778924439703,1
LINC,56.46154,0.07041,0.1113073964466455,81.54362083195589,1
XRX,16.6491665,-0.66804004,-0.1262135922330097,39.3835604134898,0
IFN,5.1798105,0.17021,0.0345442114403402,61.14091624745278,1
CARS,14.779412,0.09345999,-0.0914022078832136,31.82796373741021,0
GSBC,10.001785,0.111260004,-0.0175925101888909,49.07291969233439,0
DLX,10.912001,0.09126,-0.0922987889677792,31.577116140320683,0
MAX,34.551727,-1.0,0.0143240702678348,56.321844120353646,0
GOOD,46.166668,0.07637,-0.0105373186412559,46.193122121371786,0
IMOS,14.553846,0.046129998,0.0533641399630824,62.21721458442384,0
CYD,15.008773,0.04018,0.0145572451400597,57.28396073400509,0
JFIN,4.6449275,0.38361,0.0414719986751213,54.5667370941301,1
DAWN,16.6491665,-0.17797,-0.0788217116608105,31.269352130457904,0
AOSL,16.6491665,-0.02552,-0.0304022716896784,52.28214979488094,0
BZH,6.708738,0.07966,-0.0211078425951311,46.79398807711623,0
TRVI,16.6491665,-0.55124,-0.0362737939771369,35.54501491416137,1
